wav,txt
fechas2/train/fechas2_000000.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_008312.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_008313.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008314.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008315.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008316.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008317.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008318.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008319.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008320.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008321.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008322.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008323.en.wav,on monday please | next_day('monday')
fechas2/train/fechas2_008324.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008325.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008326.en.wav,the following monday | next_day('monday')
fechas2/train/fechas2_008327.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008328.en.wav,on monday please | next_day('monday')
fechas2/train/fechas2_008329.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008330.en.wav,please this tuesday | next_day('tuesday')
fechas2/train/fechas2_008331.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_008332.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008333.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_008334.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_008335.en.wav,please this wednesday | next_day('wednesday')
fechas2/train/fechas2_008336.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008337.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008338.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_008339.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_008340.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_008341.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008342.en.wav,this coming friday please | next_day('friday')
fechas2/train/fechas2_008343.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008344.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008345.en.wav,this coming friday please | next_day('friday')
fechas2/train/fechas2_008346.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_008347.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_008348.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008349.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008350.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008351.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008352.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_008353.en.wav,the following monday thanks | next_day('monday')
fechas2/train/fechas2_008354.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008355.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008356.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_008357.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_008358.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008359.en.wav,the following thursday | next_day('thursday')
fechas2/train/fechas2_008360.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008361.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_008362.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_008363.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_008364.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_008365.en.wav,please on thursday | next_day('thursday')
fechas2/train/fechas2_008366.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_008367.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008368.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008369.en.wav,tuesday please | next_day('tuesday')
fechas2/train/fechas2_008370.en.wav,please this coming monday | next_day('monday')
fechas2/train/fechas2_008371.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008372.en.wav,this monday thank you | next_day('monday')
fechas2/train/fechas2_008373.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008374.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_008375.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008376.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_008377.en.wav,friday | next_day('friday')
fechas2/train/fechas2_008378.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008379.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008380.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008381.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008382.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008383.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_008384.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008385.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008386.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008387.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008388.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008389.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_008390.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_008391.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008392.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_008393.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_008394.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008395.en.wav,the following tuesday | next_day('tuesday')
fechas2/train/fechas2_008396.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008397.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_008398.en.wav,friday please | next_day('friday')
fechas2/train/fechas2_008399.en.wav,next thursday please | next_day('thursday')
fechas2/train/fechas2_008400.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008401.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008402.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_008403.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008404.en.wav,next thursday please | next_day('thursday')
fechas2/train/fechas2_008405.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_008406.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_008407.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_008408.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_008409.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_008410.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008411.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_008412.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_008413.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_008414.en.wav,thursday thank you | next_day('thursday')
fechas2/train/fechas2_008415.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008416.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_008417.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_008418.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008419.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008420.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_008421.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_008422.en.wav,friday | next_day('friday')
fechas2/train/fechas2_008423.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008424.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008425.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008426.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_008427.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008428.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008429.en.wav,the following friday | next_day('friday')
fechas2/train/fechas2_008430.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_008431.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008432.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008433.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008434.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008435.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008436.en.wav,the following wednesday | next_day('wednesday')
fechas2/train/fechas2_008437.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_008438.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008439.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008440.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008441.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008442.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_008443.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008444.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_008445.en.wav,next wednesday thanks | next_day('wednesday')
fechas2/train/fechas2_008446.en.wav,tuesday please | next_day('tuesday')
fechas2/train/fechas2_008447.en.wav,this coming thursday thanks | next_day('thursday')
fechas2/train/fechas2_008448.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008449.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008450.en.wav,next tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_008451.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_008452.en.wav,please this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_008453.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008454.en.wav,monday thank you | next_day('monday')
fechas2/train/fechas2_008455.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008456.en.wav,friday please | next_day('friday')
fechas2/train/fechas2_008457.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008458.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_008459.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008460.en.wav,this friday please | next_day('friday')
fechas2/train/fechas2_008461.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_008462.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008463.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008464.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008465.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_008466.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008467.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_008468.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008469.en.wav,this coming tuesday please | next_day('tuesday')
fechas2/train/fechas2_008470.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_008471.en.wav,this coming tuesday please | next_day('tuesday')
fechas2/train/fechas2_008472.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008473.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008474.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008475.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_008476.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008477.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008478.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_008479.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_008480.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008481.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_008482.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_008483.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_008484.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008485.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008486.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008487.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008488.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008489.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_008490.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_008491.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_008492.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008493.en.wav,monday | next_day('monday')
fechas2/train/fechas2_008494.en.wav,thursday please | next_day('thursday')
fechas2/train/fechas2_008495.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_008496.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008497.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_008498.en.wav,on monday please | next_day('monday')
fechas2/train/fechas2_008499.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008500.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008501.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008502.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_008503.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_008504.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008505.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008506.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_008507.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008508.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008509.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_008510.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_008511.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008512.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008513.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008514.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008515.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_008516.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008517.en.wav,please this thursday | next_day('thursday')
fechas2/train/fechas2_008518.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_008519.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008520.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008521.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_008522.en.wav,this monday thank you | next_day('monday')
fechas2/train/fechas2_008523.en.wav,tomorrow please | relative_day(+1)
fechas2/train/fechas2_008524.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_008525.en.wav,next tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_008526.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_008527.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_008528.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008529.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_008530.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_008531.en.wav,this coming wednesday thanks | next_day('wednesday')
fechas2/train/fechas2_008532.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008533.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008534.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_008535.en.wav,this monday thank you | next_day('monday')
fechas2/train/fechas2_008536.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_008537.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_008538.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008539.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_008540.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008541.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008542.en.wav,next monday thank you | next_day('monday')
fechas2/train/fechas2_008543.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_008544.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_008545.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008546.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_008547.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008548.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_008549.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008550.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_008551.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_008552.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008553.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008554.en.wav,monday | next_day('monday')
fechas2/train/fechas2_008555.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_008556.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_008557.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008558.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_008559.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_008560.en.wav,next monday thank you | next_day('monday')
fechas2/train/fechas2_008561.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008562.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_008563.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008564.en.wav,this thursday thank you | next_day('thursday')
fechas2/train/fechas2_008565.en.wav,this coming thursday please | next_day('thursday')
fechas2/train/fechas2_008566.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008567.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008568.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_008569.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008570.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_008571.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_008572.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008573.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008574.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_008575.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_008576.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_008577.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008578.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008579.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_008580.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_008581.en.wav,on monday please | next_day('monday')
fechas2/train/fechas2_008582.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008583.en.wav,next thursday please | next_day('thursday')
fechas2/train/fechas2_008584.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008585.en.wav,please on thursday | next_day('thursday')
fechas2/train/fechas2_008586.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_008587.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_008588.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008589.en.wav,thursday please | next_day('thursday')
fechas2/train/fechas2_008590.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008591.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008592.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008593.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008594.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008595.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_008596.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008597.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008598.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_008599.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_008600.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_008601.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_008602.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008603.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_008604.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008605.en.wav,next tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_008606.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_008607.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_008608.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008609.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_008610.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_008611.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008612.en.wav,this tuesday please | next_day('tuesday')
fechas2/train/fechas2_008613.en.wav,this tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_008614.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_008615.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008616.en.wav,the following wednesday | next_day('wednesday')
fechas2/train/fechas2_008617.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008618.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008619.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_008620.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_008621.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008622.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008623.en.wav,this monday thank you | next_day('monday')
fechas2/train/fechas2_008624.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_008625.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_008626.en.wav,this coming monday thank you | next_day('monday')
fechas2/train/fechas2_008627.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_008628.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008629.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008630.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_008631.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_008632.en.wav,this coming thursday thanks | next_day('thursday')
fechas2/train/fechas2_008633.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008634.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_008635.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_008636.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_008637.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_008638.en.wav,please this coming friday | next_day('friday')
fechas2/train/fechas2_008639.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_008640.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008641.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008642.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008643.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008644.en.wav,please this coming friday | next_day('friday')
fechas2/train/fechas2_008645.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_008646.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_008647.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008648.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008649.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_008650.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_008651.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_008652.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_008653.en.wav,this coming friday thanks | next_day('friday')
fechas2/train/fechas2_008654.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_008655.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008656.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008657.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_008658.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008659.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_008660.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008661.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008662.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_008663.en.wav,the following friday | next_day('friday')
fechas2/train/fechas2_008664.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_008665.en.wav,this tuesday please | next_day('tuesday')
fechas2/train/fechas2_008666.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008667.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_008668.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008669.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_008670.en.wav,please this thursday | next_day('thursday')
fechas2/train/fechas2_008671.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_008672.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_008673.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008674.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_008675.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_008676.en.wav,tuesday please | next_day('tuesday')
fechas2/train/fechas2_008677.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_008678.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008679.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008680.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_008681.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_008682.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_008683.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_008684.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_008685.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_008686.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_008687.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_008688.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_008689.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_008690.en.wav,this coming friday please | next_day('friday')
fechas2/train/fechas2_008691.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_008692.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_008693.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_008694.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_008695.en.wav,this friday thank you | next_day('friday')
fechas2/train/fechas2_008696.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_008697.en.wav,next tuesday thanks | next_day('tuesday')
fechas2/train/fechas2_008698.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_008699.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_008700.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_008701.en.wav,this thursday please | next_day('thursday')
fechas2/train/fechas2_008702.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_008703.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_008704.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_008705.en.wav,this coming tuesday please | next_day('tuesday')
fechas2/train/fechas2_008706.en.wav,in three days | relative_day(+3)
