wav,txt
fechas2/train/fechas2_000000.es.wav,por favor el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_006951.es.wav,por favor mañana | relative_day(+1)
fechas2/train/fechas2_006952.es.wav,el miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_006953.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_006954.es.wav,el miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_006955.es.wav,este martes por favor | next_day('tuesday')
fechas2/train/fechas2_006956.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_006957.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_006958.es.wav,este lunes por favor | next_day('monday')
fechas2/train/fechas2_006959.es.wav,el martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_006960.es.wav,este miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_006961.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_006962.es.wav,el próximo miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_006963.es.wav,el siguiente lunes gracias | next_day('monday')
fechas2/train/fechas2_006964.es.wav,por favor el viernes siguiente | next_day('friday')
fechas2/train/fechas2_006965.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_006966.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_006967.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_006968.es.wav,este lunes que viene | next_day('monday')
fechas2/train/fechas2_006969.es.wav,el siguiente martes gracias | next_day('tuesday')
fechas2/train/fechas2_006970.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_006971.es.wav,por favor el miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_006972.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_006973.es.wav,por favor este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_006974.es.wav,el viernes que viene | next_day('friday')
fechas2/train/fechas2_006975.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_006976.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_006977.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_006978.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_006979.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_006980.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_006981.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_006982.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_006983.es.wav,este lunes gracias | next_day('monday')
fechas2/train/fechas2_006984.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_006985.es.wav,por favor el viernes próximo | next_day('friday')
fechas2/train/fechas2_006986.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_006987.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_006988.es.wav,este miércoles próximo por favor | next_day('wednesday')
fechas2/train/fechas2_006989.es.wav,este lunes siguiente por favor | next_day('monday')
fechas2/train/fechas2_006990.es.wav,este miércoles próximo gracias | next_day('wednesday')
fechas2/train/fechas2_006991.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_006992.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_006993.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_006994.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_006995.es.wav,el jueves próximo por favor | next_day('thursday')
fechas2/train/fechas2_006996.es.wav,el viernes próximo | next_day('friday')
fechas2/train/fechas2_006997.es.wav,el miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_006998.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_006999.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_007000.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_007001.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_007002.es.wav,el siguiente viernes gracias | next_day('friday')
fechas2/train/fechas2_007003.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_007004.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_007005.es.wav,el siguiente miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_007006.es.wav,este viernes gracias | next_day('friday')
fechas2/train/fechas2_007007.es.wav,pasado mañana gracias | relative_day(+2)
fechas2/train/fechas2_007008.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_007009.es.wav,el miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_007010.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_007011.es.wav,el siguiente viernes por favor | next_day('friday')
fechas2/train/fechas2_007012.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_007013.es.wav,este jueves próximo por favor | next_day('thursday')
fechas2/train/fechas2_007014.es.wav,este jueves gracias | next_day('thursday')
fechas2/train/fechas2_007015.es.wav,el martes siguiente gracias | next_day('tuesday')
fechas2/train/fechas2_007016.es.wav,este miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_007017.es.wav,por favor el siguiente viernes | next_day('friday')
fechas2/train/fechas2_007018.es.wav,este viernes siguiente por favor | next_day('friday')
fechas2/train/fechas2_007019.es.wav,por favor este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_007020.es.wav,este miércoles próximo gracias | next_day('wednesday')
fechas2/train/fechas2_007021.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_007022.es.wav,este martes que viene | next_day('tuesday')
fechas2/train/fechas2_007023.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_007024.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_007025.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_007026.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007027.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007028.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_007029.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007030.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_007031.es.wav,este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_007032.es.wav,este lunes siguiente | next_day('monday')
fechas2/train/fechas2_007033.es.wav,por favor el martes | next_day('tuesday')
fechas2/train/fechas2_007034.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_007035.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_007036.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_007037.es.wav,el lunes próximo | next_day('monday')
fechas2/train/fechas2_007038.es.wav,el lunes siguiente por favor | next_day('monday')
fechas2/train/fechas2_007039.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_007040.es.wav,este viernes próximo | next_day('friday')
fechas2/train/fechas2_007041.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_007042.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_007043.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_007044.es.wav,el jueves por favor | next_day('thursday')
fechas2/train/fechas2_007045.es.wav,este miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_007046.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_007047.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007048.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_007049.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_007050.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_007051.es.wav,por favor el viernes que viene | next_day('friday')
fechas2/train/fechas2_007052.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_007053.es.wav,este viernes próximo | next_day('friday')
fechas2/train/fechas2_007054.es.wav,por favor el próximo lunes | next_day('monday')
fechas2/train/fechas2_007055.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_007056.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_007057.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_007058.es.wav,por favor el siguiente lunes | next_day('monday')
fechas2/train/fechas2_007059.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_007060.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_007061.es.wav,por favor este jueves | next_day('thursday')
fechas2/train/fechas2_007062.es.wav,el siguiente viernes por favor | next_day('friday')
fechas2/train/fechas2_007063.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_007064.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007065.es.wav,este lunes por favor | next_day('monday')
fechas2/train/fechas2_007066.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_007067.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_007068.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_007069.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_007070.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_007071.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_007072.es.wav,el viernes próximo | next_day('friday')
fechas2/train/fechas2_007073.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_007074.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_007075.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_007076.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007077.es.wav,por favor el viernes | next_day('friday')
fechas2/train/fechas2_007078.es.wav,por favor el próximo viernes | next_day('friday')
fechas2/train/fechas2_007079.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_007080.es.wav,por favor este lunes | next_day('monday')
fechas2/train/fechas2_007081.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_007082.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_007083.es.wav,por favor el próximo lunes | next_day('monday')
fechas2/train/fechas2_007084.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_007085.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_007086.es.wav,por favor el siguiente viernes | next_day('friday')
fechas2/train/fechas2_007087.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_007088.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_007089.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_007090.es.wav,este martes por favor | next_day('tuesday')
fechas2/train/fechas2_007091.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_007092.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_007093.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_007094.es.wav,el siguiente martes por favor | next_day('tuesday')
fechas2/train/fechas2_007095.es.wav,el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_007096.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007097.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_007098.es.wav,por favor el miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_007099.es.wav,el jueves que viene | next_day('thursday')
fechas2/train/fechas2_007100.es.wav,el lunes próximo | next_day('monday')
fechas2/train/fechas2_007101.es.wav,el próximo viernes por favor | next_day('friday')
fechas2/train/fechas2_007102.es.wav,el próximo jueves gracias | next_day('thursday')
fechas2/train/fechas2_007103.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_007104.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_007105.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_007106.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_007107.es.wav,el lunes que viene por favor | next_day('monday')
fechas2/train/fechas2_007108.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_007109.es.wav,el lunes próximo por favor | next_day('monday')
fechas2/train/fechas2_007110.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_007111.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_007112.es.wav,por favor este viernes que viene | next_day('friday')
fechas2/train/fechas2_007113.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_007114.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_007115.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_007116.es.wav,por favor el siguiente lunes | next_day('monday')
fechas2/train/fechas2_007117.es.wav,este jueves siguiente gracias | next_day('thursday')
fechas2/train/fechas2_007118.es.wav,el próximo martes gracias | next_day('tuesday')
fechas2/train/fechas2_007119.es.wav,el siguiente martes gracias | next_day('tuesday')
fechas2/train/fechas2_007120.es.wav,el martes gracias | next_day('tuesday')
fechas2/train/fechas2_007121.es.wav,el próximo martes gracias | next_day('tuesday')
fechas2/train/fechas2_007122.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_007123.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_007124.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_007125.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_007126.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007127.es.wav,este martes por favor | next_day('tuesday')
fechas2/train/fechas2_007128.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_007129.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_007130.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_007131.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_007132.es.wav,el viernes que viene | next_day('friday')
fechas2/train/fechas2_007133.es.wav,el siguiente viernes por favor | next_day('friday')
fechas2/train/fechas2_007134.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_007135.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007136.es.wav,por favor el próximo jueves | next_day('thursday')
fechas2/train/fechas2_007137.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_007138.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_007139.es.wav,este lunes por favor | next_day('monday')
fechas2/train/fechas2_007140.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_007141.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_007142.es.wav,este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_007143.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_007144.es.wav,el lunes próximo | next_day('monday')
fechas2/train/fechas2_007145.es.wav,este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_007146.es.wav,el siguiente jueves por favor | next_day('thursday')
fechas2/train/fechas2_007147.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007148.es.wav,por favor el lunes siguiente | next_day('monday')
fechas2/train/fechas2_007149.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_007150.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007151.es.wav,el viernes que viene | next_day('friday')
fechas2/train/fechas2_007152.es.wav,este lunes próximo | next_day('monday')
fechas2/train/fechas2_007153.es.wav,el miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_007154.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_007155.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_007156.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_007157.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_007158.es.wav,este miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_007159.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007160.es.wav,el miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_007161.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_007162.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007163.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_007164.es.wav,este jueves siguiente gracias | next_day('thursday')
fechas2/train/fechas2_007165.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_007166.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007167.es.wav,por favor el próximo viernes | next_day('friday')
fechas2/train/fechas2_007168.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_007169.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007170.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_007171.es.wav,el viernes siguiente por favor | next_day('friday')
fechas2/train/fechas2_007172.es.wav,pasado mañana gracias | relative_day(+2)
fechas2/train/fechas2_007173.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_007174.es.wav,este viernes por favor | next_day('friday')
fechas2/train/fechas2_007175.es.wav,el jueves siguiente gracias | next_day('thursday')
fechas2/train/fechas2_007176.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007177.es.wav,el lunes próximo gracias | next_day('monday')
fechas2/train/fechas2_007178.es.wav,por favor el siguiente viernes | next_day('friday')
fechas2/train/fechas2_007179.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_007180.es.wav,por favor el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_007181.es.wav,por favor mañana | relative_day(+1)
fechas2/train/fechas2_007182.es.wav,este lunes por favor | next_day('monday')
fechas2/train/fechas2_007183.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_007184.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_007185.es.wav,este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_007186.es.wav,el jueves que viene | next_day('thursday')
fechas2/train/fechas2_007187.es.wav,el miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_007188.es.wav,el martes próximo por favor | next_day('tuesday')
fechas2/train/fechas2_007189.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_007190.es.wav,por favor el próximo jueves | next_day('thursday')
fechas2/train/fechas2_007191.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_007192.es.wav,este lunes siguiente | next_day('monday')
fechas2/train/fechas2_007193.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007194.es.wav,el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_007195.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_007196.es.wav,este viernes próximo | next_day('friday')
fechas2/train/fechas2_007197.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007198.es.wav,el viernes próximo | next_day('friday')
fechas2/train/fechas2_007199.es.wav,por favor este miércoles | next_day('wednesday')
fechas2/train/fechas2_007200.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_007201.es.wav,el próximo viernes gracias | next_day('friday')
fechas2/train/fechas2_007202.es.wav,por favor este jueves que viene | next_day('thursday')
fechas2/train/fechas2_007203.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_007204.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_007205.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_007206.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_007207.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_007208.es.wav,este lunes gracias | next_day('monday')
fechas2/train/fechas2_007209.es.wav,este lunes próximo | next_day('monday')
fechas2/train/fechas2_007210.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_007211.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007212.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_007213.es.wav,por favor el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_007214.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_007215.es.wav,por favor el lunes siguiente | next_day('monday')
fechas2/train/fechas2_007216.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_007217.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_007218.es.wav,el viernes próximo | next_day('friday')
fechas2/train/fechas2_007219.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007220.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007221.es.wav,este viernes que viene | next_day('friday')
fechas2/train/fechas2_007222.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_007223.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_007224.es.wav,el próximo viernes por favor | next_day('friday')
fechas2/train/fechas2_007225.es.wav,el jueves gracias | next_day('thursday')
fechas2/train/fechas2_007226.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_007227.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_007228.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_007229.es.wav,el miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_007230.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_007231.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_007232.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007233.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_007234.es.wav,por favor mañana | relative_day(+1)
fechas2/train/fechas2_007235.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007236.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007237.es.wav,por favor el miércoles | next_day('wednesday')
fechas2/train/fechas2_007238.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_007239.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007240.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007241.es.wav,el jueves que viene gracias | next_day('thursday')
fechas2/train/fechas2_007242.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_007243.es.wav,este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_007244.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007245.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007246.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_007247.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_007248.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_007249.es.wav,por favor el próximo martes | next_day('tuesday')
fechas2/train/fechas2_007250.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_007251.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_007252.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_007253.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_007254.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_007255.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007256.es.wav,el próximo miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_007257.es.wav,este jueves gracias | next_day('thursday')
fechas2/train/fechas2_007258.es.wav,este jueves gracias | next_day('thursday')
fechas2/train/fechas2_007259.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_007260.es.wav,este jueves por favor | next_day('thursday')
fechas2/train/fechas2_007261.es.wav,por favor el lunes siguiente | next_day('monday')
fechas2/train/fechas2_007262.es.wav,este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_007263.es.wav,el próximo martes por favor | next_day('tuesday')
fechas2/train/fechas2_007264.es.wav,por favor el jueves | next_day('thursday')
fechas2/train/fechas2_007265.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_007266.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007267.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_007268.es.wav,este jueves por favor | next_day('thursday')
fechas2/train/fechas2_007269.es.wav,por favor este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_007270.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_007271.es.wav,por favor el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_007272.es.wav,por favor el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_007273.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_007274.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_007275.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_007276.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_007277.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_007278.es.wav,este miércoles que viene gracias | next_day('wednesday')
fechas2/train/fechas2_007279.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_007280.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_007281.es.wav,por favor este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_007282.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007283.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_007284.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_007285.es.wav,el próximo jueves gracias | next_day('thursday')
fechas2/train/fechas2_007286.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_007287.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_007288.es.wav,este miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_007289.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_007290.es.wav,el próximo miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_007291.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_007292.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_007293.es.wav,por favor el siguiente viernes | next_day('friday')
fechas2/train/fechas2_007294.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_007295.es.wav,el miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_007296.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_007297.es.wav,por favor el martes próximo | next_day('tuesday')
fechas2/train/fechas2_007298.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_007299.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_007300.es.wav,el próximo martes por favor | next_day('tuesday')
fechas2/train/fechas2_007301.es.wav,este lunes siguiente | next_day('monday')
fechas2/train/fechas2_007302.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_007303.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_007304.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007305.es.wav,el miércoles siguiente por favor | next_day('wednesday')
fechas2/train/fechas2_007306.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_007307.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_007308.es.wav,por favor pasado mañana | relative_day(+2)
fechas2/train/fechas2_007309.es.wav,este martes que viene | next_day('tuesday')
fechas2/train/fechas2_007310.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_007311.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_007312.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_007313.es.wav,por favor este viernes próximo | next_day('friday')
fechas2/train/fechas2_007314.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_007315.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_007316.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_007317.es.wav,el siguiente miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_007318.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_007319.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_007320.es.wav,el martes gracias | next_day('tuesday')
fechas2/train/fechas2_007321.es.wav,este martes próximo | next_day('tuesday')
fechas2/train/fechas2_007322.es.wav,el jueves siguiente por favor | next_day('thursday')
fechas2/train/fechas2_007323.es.wav,por favor el próximo lunes | next_day('monday')
fechas2/train/fechas2_007324.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_007325.es.wav,este miércoles | next_day('wednesday')
